game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,action_team,home_score,away_score,score_diff,play_length,scoring_play,foul,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,attendance,shot_team,shot_outcome,shooter,three_pt,free_throw,possession_before,possession_after
401604158,1/30/24,Boston College,Syracuse,14,1,17:27,2247,2247,Prince Aligbe Block.,home,2,0,2,0,FALSE,FALSE,0.710948353,0.547377673,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,15,1,17:18,2238,2238,Prince Aligbe Defensive Rebound.,home,2,0,2,9,FALSE,FALSE,0.710957863,0.547582085,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,16,1,17:17,2237,2237,Prince Aligbe missed Layup.,home,2,0,2,1,FALSE,FALSE,0.710958843,0.547604834,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Prince Aligbe,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,17,1,17:17,2237,2237,Maliq Brown Block.,away,2,0,2,0,FALSE,FALSE,0.710958843,0.547604834,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,18,1,17:11,2231,2231,Judah Mintz Defensive Rebound.,away,2,0,2,6,FALSE,FALSE,0.710964389,0.547741465,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,19,1,17:08,2228,2228,Judah Mintz missed Layup.,away,2,0,2,3,FALSE,FALSE,0.710966946,0.547809871,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Judah Mintz,FALSE,FALSE,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,20,1,17:01,2221,2221,Maliq Brown Offensive Rebound.,away,2,0,2,7,FALSE,FALSE,0.710972339,0.547969709,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,21,1,17:01,2221,2221,Maliq Brown missed Dunk.,away,2,0,2,0,FALSE,FALSE,0.710972339,0.547969709,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Maliq Brown,FALSE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,22,1,17:00,2220,2220,Prince Aligbe Defensive Rebound.,home,2,0,2,1,FALSE,FALSE,0.710973043,0.547992567,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,23,1,16:57,2217,2217,Devin McGlockton missed Jumper.,home,2,0,2,3,FALSE,FALSE,0.710975053,0.548061179,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Devin McGlockton,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,24,1,16:53,2213,2213,Maliq Brown Defensive Rebound.,away,2,0,2,4,FALSE,FALSE,0.710977495,0.548152744,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,25,1,16:43,2203,2203,JJ Starling missed Three Point Jumper.,away,2,0,2,10,FALSE,FALSE,0.710982378,0.548382044,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,JJ Starling,TRUE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,26,1,16:39,2199,2199,Prince Aligbe Defensive Rebound.,home,2,0,2,4,FALSE,FALSE,0.710983831,0.548473911,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,27,1,16:16,2176,2176,Quinten Post Turnover.,home,2,0,2,23,FALSE,FALSE,0.71098638,0.549003574,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,28,1,16:16,2176,2176,Judah Mintz Steal.,away,2,0,2,0,FALSE,FALSE,0.71098638,0.549003574,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,29,1,16:09,2169,2169,Judah Mintz Turnover.,away,2,0,2,7,FALSE,FALSE,0.710985113,0.549165198,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,30,1,16:09,2169,2169,Jaeden Zackery Steal.,home,2,0,2,0,FALSE,FALSE,0.710985113,0.549165198,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,31,1,16:04,2164,2164,Quinten Post made Layup. Assisted by Jaeden Zackery.,home,4,0,4,5,TRUE,FALSE,0.749872358,0.597613373,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,made,Quinten Post,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,32,1,15:40,2140,2140,Justin Taylor made Layup.,away,4,2,2,24,TRUE,FALSE,0.71097157,0.549838424,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Justin Taylor,FALSE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,33,1,15:20,2120,2120,Foul on Maliq Brown.,away,4,2,2,20,FALSE,TRUE,0.710955186,0.550306695,6,6,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Boston College
401604158,1/30/24,Boston College,Syracuse,34,1,15:20,2120,2120, Official TV Timeout,NA,4,2,2,0,FALSE,FALSE,0.710955186,0.550306695,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Boston College
401604158,1/30/24,Boston College,Syracuse,35,1,15:20,2120,2120,Quinten Post missed Free Throw.,home,4,2,2,0,FALSE,FALSE,0.710955186,0.550306695,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Quinten Post,FALSE,TRUE,Boston College,Boston College
401604158,1/30/24,Boston College,Syracuse,36,1,15:20,2120,2120,Boston College Offensive Rebound.,home,4,2,2,0,FALSE,FALSE,0.710955186,0.550306695,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Boston College
401604158,1/30/24,Boston College,Syracuse,37,1,15:20,2120,2120,Quinten Post made Free Throw.,home,5,2,3,0,TRUE,FALSE,0.731251731,0.57514272,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,made,Quinten Post,FALSE,TRUE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,38,1,15:02,2102,2102,Chris Bell Turnover.,away,5,2,3,18,FALSE,FALSE,0.731401809,0.575771353,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,39,1,15:02,2102,2102,Jaeden Zackery Steal.,home,5,2,3,0,FALSE,FALSE,0.731401809,0.575771353,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,40,1,14:56,2096,2096,Jaeden Zackery made Layup.,home,7,2,5,6,TRUE,FALSE,0.769625534,0.624923659,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,made,Jaeden Zackery,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,41,1,14:36,2076,2076,Maliq Brown made Three Point Jumper. Assisted by Judah Mintz.,away,7,5,2,20,TRUE,FALSE,0.71090098,0.55134979,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Maliq Brown,TRUE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,42,1,14:13,2053,2053,Quinten Post missed Three Point Jumper.,home,7,5,2,23,FALSE,FALSE,0.710863772,0.551902851,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Quinten Post,TRUE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,43,1,14:10,2050,2050,Justin Taylor Defensive Rebound.,away,7,5,2,3,FALSE,FALSE,0.710858513,0.551975415,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,44,1,14:01,2041,2041,Judah Mintz made Layup.,away,7,7,0,9,TRUE,FALSE,0.66595352,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Judah Mintz,FALSE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,45,1,13:39,2019,2019,Quinten Post made Layup.,home,9,7,2,22,TRUE,FALSE,0.710799165,0.552731331,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,made,Quinten Post,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,46,1,13:27,2007,2007,Foul on Jaeden Zackery.,home,9,7,2,12,FALSE,TRUE,0.710773929,0.553027055,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,47,1,13:27,2007,2007,Chris Bell made Free Throw.,away,9,8,1,0,TRUE,FALSE,0.688408924,0.526588502,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Chris Bell,FALSE,TRUE,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,48,1,13:27,2007,2007,Chris Bell made Free Throw.,away,9,9,0,0,TRUE,FALSE,0.66512929,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Chris Bell,FALSE,TRUE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,49,1,13:12,1992,1992,Mason Madsen missed Three Point Jumper.,home,9,9,0,15,FALSE,FALSE,0.664757862,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Mason Madsen,TRUE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,50,1,13:08,1988,1988,Quadir Copeland Defensive Rebound.,away,9,9,0,4,FALSE,FALSE,0.664658021,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,51,1,12:56,1976,1976,JJ Starling missed Layup.,away,9,9,0,12,FALSE,FALSE,0.664356513,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,JJ Starling,FALSE,FALSE,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,52,1,12:53,1973,1973,Quadir Copeland Offensive Rebound.,away,9,9,0,3,FALSE,FALSE,0.664280674,0.5,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,53,1,12:50,1970,1970,JJ Starling made Three Point Jumper. Assisted by Quadir Copeland.,away,9,12,-3,3,TRUE,FALSE,0.588342999,0.419465297,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,JJ Starling,TRUE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,54,1,12:16,1936,1936,Devin McGlockton missed Jumper.,home,9,12,-3,34,FALSE,FALSE,0.586119761,0.41818625,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Devin McGlockton,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,55,1,12:12,1932,1932,JJ Starling Defensive Rebound.,away,9,12,-3,4,FALSE,FALSE,0.585854727,0.418034163,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,56,1,12:08,1928,1928,JJ Starling missed Three Point Jumper.,away,9,12,-3,4,FALSE,FALSE,0.585588993,0.417881786,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,JJ Starling,TRUE,FALSE,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,57,1,12:05,1925,1925,JJ Starling Offensive Rebound.,away,9,12,-3,3,FALSE,FALSE,0.585389382,0.417767545,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,58,1,12:02,1922,1922,Judah Mintz missed Three Point Jumper.,away,9,12,-3,3,FALSE,FALSE,0.585189525,0.41765337,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Judah Mintz,TRUE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,59,1,11:59,1919,1919,Armani Mighty Defensive Rebound.,home,9,12,-3,3,FALSE,FALSE,0.584989419,0.417539257,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,60,1,11:47,1907,1907,Armani Mighty Turnover.,home,9,12,-3,12,FALSE,FALSE,0.584186415,0.417083294,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,61,1,11:47,1907,1907,Benny Williams Steal.,away,9,12,-3,0,FALSE,FALSE,0.584186415,0.417083294,6,5,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,62,1,11:47,1907,1907, Official TV Timeout,NA,9,12,-3,0,FALSE,FALSE,0.584186415,0.417083294,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,63,1,11:36,1896,1896,Maliq Brown made Dunk. Assisted by Quadir Copeland.,away,9,14,-5,11,TRUE,FALSE,0.528125457,0.363363942,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Maliq Brown,FALSE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,64,1,11:03,1863,1863,Prince Aligbe made Jumper.,home,11,14,-3,33,TRUE,FALSE,0.581203066,0.415412636,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,made,Prince Aligbe,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,65,1,10:39,1839,1839,JJ Starling made Jumper.,away,11,16,-5,24,TRUE,FALSE,0.522645194,0.359928541,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,JJ Starling,FALSE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,66,1,10:18,1818,1818,Prince Aligbe Turnover.,home,11,16,-5,21,FALSE,FALSE,0.520589161,0.358653132,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,67,1,10:18,1818,1818,Quadir Copeland Steal.,away,11,16,-5,0,FALSE,FALSE,0.520589161,0.358653132,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,68,1,10:16,1816,1816,Foul on Claudell Harris Jr..,home,11,16,-5,2,FALSE,TRUE,0.520392122,0.358531175,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Syracuse
401604158,1/30/24,Boston College,Syracuse,69,1,10:04,1804,1804,Benny Williams Turnover.,away,11,16,-5,12,FALSE,FALSE,0.51920511,0.357797297,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,70,1,9:54,1794,1794,Jaeden Zackery missed Jumper.,home,11,16,-5,10,FALSE,FALSE,0.518209407,0.357182631,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Jaeden Zackery,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,71,1,9:50,1790,1790,Maliq Brown Defensive Rebound.,away,11,16,-5,4,FALSE,FALSE,0.517809391,0.356935891,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,72,1,9:42,1782,1782,Judah Mintz made Jumper.,away,11,18,-7,8,TRUE,FALSE,0.458027258,0.304240773,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,made,Judah Mintz,FALSE,FALSE,Syracuse,Boston College
401604158,1/30/24,Boston College,Syracuse,73,1,9:18,1758,1758,Jaeden Zackery missed Layup.,home,11,18,-7,24,FALSE,FALSE,0.454958366,0.302304763,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Boston College,missed,Jaeden Zackery,FALSE,FALSE,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,74,1,9:15,1755,1755,Quadir Copeland Defensive Rebound.,away,11,18,-7,3,FALSE,FALSE,0.454571346,0.302060806,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,NA,NA,NA,NA,NA,Boston College,Syracuse
401604158,1/30/24,Boston College,Syracuse,75,1,9:10,1750,1750,Benny Williams missed Layup.,away,11,18,-7,5,FALSE,FALSE,0.453924538,0.301653154,6,4,4.5,148.5,Brian  O'Connell/Joe Lindsay/Raymie Styons,"Chestnut Hill, MA",Silvio O. Conte Forum,6611,Syracuse,missed,Benny Williams,FALSE,FALSE,Syracuse,Syracuse
